SUB_ID,cohort,model_name,output_type,F1
MWC_101,MWC,enh90,Voxel,0.5982498011137629
MWC_19,MWC,enh90,Voxel,0.5066829349453719
MWC_115,MWC,enh90,Voxel,0.7004736695458345
MWC_2,MWC,enh90,Voxel,0.8475273855505604
MWC_37,MWC,enh90,Voxel,0.8533347086734844
MWC_56,MWC,enh90,Voxel,0.8269306930693069
MWC_6,MWC,enh90,Voxel,0.5100769512641994
MRS_3,MRi-Share,enh90,Cluster,0.4571428571428571
MRS_26,MRi-Share,enh90,Cluster,0.75
MRS_32,MRi-Share,enh90,Cluster,0.4655172413793103
MRS_36,MRi-Share,enh90,Cluster,0.5217391304347826
MRS_44,MRi-Share,enh90,Cluster,0.3333333333333333
MRS_45,MRi-Share,enh90,Cluster,0
MWC_0,MWC,enh90,Cluster,0.8
MWC_113,MWC,enh90,Cluster,0.8695652173913043
MWC_101,MWC,enh90,Cluster,0.6545454545454545
MWC_19,MWC,enh90,Cluster,0.6754966887417219
MWC_115,MWC,enh90,Cluster,0.8222222222222222
MWC_2,MWC,enh90,Cluster,0.8014981273408239
MWC_37,MWC,enh90,Cluster,0.6550218340611353
MWC_56,MWC,enh90,Cluster,0.6987951807228916
MWC_6,MWC,enh90,Cluster,0.5454545454545454
MRS_8,MRi-Share,enh90,Voxel,0.2741935483870967
MRS_21,MRi-Share,enh90,Voxel,0.4146341463414634
MRS_22,MRi-Share,enh90,Voxel,0.3940520446096654
MRS_23,MRi-Share,enh90,Voxel,0.711038961038961
MRS_34,MRi-Share,enh90,Voxel,0.2857142857142857
MRS_50,MRi-Share,enh90,Voxel,1
MRS_46,MRi-Share,enh90,Voxel,0.5454545454545454
MWC_17,MWC,enh90,Voxel,0.6994802812595536
MWC_114,MWC,enh90,Voxel,0.7358393408856848
MWC_27,MWC,enh90,Voxel,0.4722732280572898
MWC_116,MWC,enh90,Voxel,0.6230988593155894
MWC_35,MWC,enh90,Voxel,0.7339175834421033
MWC_39,MWC,enh90,Voxel,0.8632817276885073
MWC_41,MWC,enh90,Voxel,0.875548910049579
MWC_66,MWC,enh90,Voxel,0.7991090550843828
MWC_49,MWC,enh90,Voxel,0.8222369346629702
MWC_8,MWC,enh90,Voxel,0.5878312070657508
MWC_65,MWC,enh90,Voxel,0.7107313773145248
MRS_8,MRi-Share,enh90,Cluster,0.6153846153846154
MRS_21,MRi-Share,enh90,Cluster,0.6666666666666666
MRS_22,MRi-Share,enh90,Cluster,0.5714285714285714
MRS_23,MRi-Share,enh90,Cluster,0.5714285714285714
MRS_34,MRi-Share,enh90,Cluster,0.2222222222222222
MRS_50,MRi-Share,enh90,Cluster,1
MRS_46,MRi-Share,enh90,Cluster,0.6666666666666666
MWC_17,MWC,enh90,Cluster,0.6785714285714286
MWC_114,MWC,enh90,Cluster,0.8837209302325582
MWC_27,MWC,enh90,Cluster,0.7317073170731707
MWC_116,MWC,enh90,Cluster,0.6956521739130435
MWC_35,MWC,enh90,Cluster,0.6744186046511628
MWC_39,MWC,enh90,Cluster,0.656084656084656
MWC_41,MWC,enh90,Cluster,0.6616541353383458
MWC_66,MWC,enh90,Cluster,0.7375886524822695
MWC_49,MWC,enh90,Cluster,0.6530612244897959
MWC_8,MWC,enh90,Cluster,0.6530612244897959
MWC_65,MWC,enh90,Cluster,0.6973684210526315
MRS_5,MRi-Share,enh270,Voxel,0.3859649122807017
MRS_6,MRi-Share,enh270,Voxel,0.3859649122807017
MRS_11,MRi-Share,enh270,Voxel,0.5961236249345206
MRS_14,MRi-Share,enh270,Voxel,0.5428571428571428
MRS_48,MRi-Share,enh270,Voxel,0
MRS_15,MRi-Share,enh270,Voxel,0.6411657559198543
MRS_19,MRi-Share,enh270,Voxel,0.2307692307692307
MRS_33,MRi-Share,enh270,Voxel,0.4055555555555555
MRS_40,MRi-Share,enh270,Voxel,0.6041666666666666
MRS_42,MRi-Share,enh270,Voxel,0.5882352941176471
MRS_47,MRi-Share,enh270,Voxel,0.5070422535211268
MWC_137,MWC,enh270,Voxel,0.7123729233820977
MWC_106,MWC,enh270,Voxel,0.7064807837226827
MWC_23,MWC,enh270,Voxel,0.3615189873417721
MWC_25,MWC,enh270,Voxel,0.7895163469332612
MWC_11,MWC,enh270,Voxel,0.605016468203699
MWC_67,MWC,enh270,Voxel,0.7598368786509424
MWC_68,MWC,enh270,Voxel,0.6970046660980382
MWC_59,MWC,enh270,Voxel,0.8345151780734603
MWC_61,MWC,enh270,Voxel,0.8001971738416037
MWC_52,MWC,enh270,Voxel,0.7896218825422365
MRS_5,MRi-Share,enh270,Cluster,0.6666666666666666
MRS_6,MRi-Share,enh270,Cluster,0.4
MRS_11,MRi-Share,enh270,Cluster,0.6105263157894737
MRS_14,MRi-Share,enh270,Cluster,0.5
MRS_48,MRi-Share,enh270,Cluster,0
MRS_15,MRi-Share,enh270,Cluster,0.8333333333333334
MRS_19,MRi-Share,enh270,Cluster,0.4444444444444444
MRS_33,MRi-Share,enh270,Cluster,0.8
MRS_40,MRi-Share,enh270,Cluster,0.8888888888888888
MRS_42,MRi-Share,enh270,Cluster,0.8888888888888888
MRS_47,MRi-Share,enh270,Cluster,0.7272727272727273
MWC_137,MWC,enh270,Cluster,0.8108108108108109
MWC_106,MWC,enh270,Cluster,0.6451612903225806
MWC_23,MWC,enh270,Cluster,0.4507042253521127
MWC_25,MWC,enh270,Cluster,0.5365853658536586
MWC_11,MWC,enh270,Cluster,0.5686274509803921
MWC_67,MWC,enh270,Cluster,0.5882352941176471
MWC_68,MWC,enh270,Cluster,0.64
MWC_59,MWC,enh270,Cluster,0.6890756302521008
MWC_61,MWC,enh270,Cluster,0.696969696969697
MWC_52,MWC,enh270,Cluster,0.8089887640449438
MRS_2,MRi-Share,enh270,Voxel,0.5094736842105263
MRS_4,MRi-Share,enh270,Voxel,0.6060606060606061
MRS_10,MRi-Share,enh270,Voxel,0.4857142857142857
MRS_17,MRi-Share,enh270,Voxel,0.5745554035567716
MRS_18,MRi-Share,enh270,Voxel,0.6666666666666666
MRS_20,MRi-Share,enh270,Voxel,0.6111111111111112
MRS_49,MRi-Share,enh270,Voxel,1
MRS_29,MRi-Share,enh270,Voxel,0.5885885885885885
MWC_110,MWC,enh270,Voxel,0.682949451228938
MWC_102,MWC,enh270,Voxel,0.648936170212766
MWC_103,MWC,enh270,Voxel,0.8319921316165951
MWC_104,MWC,enh270,Voxel,0.798086692823535
MWC_107,MWC,enh270,Voxel,0.7288701713621841
MWC_108,MWC,enh270,Voxel,0.7269589230238177
MWC_29,MWC,enh270,Voxel,0.8321552579365079
MWC_126,MWC,enh270,Voxel,0.6104681149553342
MWC_58,MWC,enh270,Voxel,0.6985360023902002
MWC_69,MWC,enh270,Voxel,0.8173154003740981
MRS_2,MRi-Share,enh270,Cluster,0.631578947368421
MRS_4,MRi-Share,enh270,Cluster,0.4
MRS_10,MRi-Share,enh270,Cluster,0.5
MRS_17,MRi-Share,enh270,Cluster,0.6593406593406593
MRS_18,MRi-Share,enh270,Cluster,0.4
MRS_20,MRi-Share,enh270,Cluster,0.5714285714285714
MRS_49,MRi-Share,enh270,Cluster,1
MRS_29,MRi-Share,enh270,Cluster,0.7272727272727273
MWC_110,MWC,enh270,Cluster,0.7916666666666666
MWC_102,MWC,enh270,Cluster,0.8266666666666667
MWC_103,MWC,enh270,Cluster,0.7374301675977654
MWC_104,MWC,enh270,Cluster,0.770949720670391
MWC_107,MWC,enh270,Cluster,0.6904761904761905
MWC_108,MWC,enh270,Cluster,0.8108108108108109
MWC_29,MWC,enh270,Cluster,0.7142857142857143
MWC_126,MWC,enh270,Cluster,0.569620253164557
MWC_58,MWC,enh270,Cluster,0.7619047619047619
MWC_69,MWC,enh270,Cluster,0.7207207207207207
MRS_9,MRi-Share,enh270,Voxel,0.5833333333333334
MRS_12,MRi-Share,enh270,Voxel,0.6415094339622641
MRS_13,MRi-Share,enh270,Voxel,0.4980392156862745
MRS_16,MRi-Share,enh270,Voxel,0.6994535519125683
MRS_27,MRi-Share,enh270,Voxel,0.3497942386831276
MRS_31,MRi-Share,enh270,Voxel,0
MRS_37,MRi-Share,enh270,Voxel,0.7676595744680851
MRS_38,MRi-Share,enh270,Voxel,0.591304347826087
MWC_144,MWC,enh270,Voxel,0.6039680494717856
MWC_112,MWC,enh270,Voxel,0.7655033169887511
MWC_105,MWC,enh270,Voxel,0.7932374841942584
MWC_4,MWC,enh270,Voxel,0.8211789236211995
MWC_50,MWC,enh270,Voxel,0.7972043586995355
MWC_60,MWC,enh270,Voxel,0.8746555483669998
MWC_53,MWC,enh270,Voxel,0.6005830903790087
MWC_63,MWC,enh270,Voxel,0.8073254483021748
MWC_64,MWC,enh270,Voxel,0.8153582924919526
MWC_55,MWC,enh270,Voxel,0.5752908587257618
MRS_9,MRi-Share,enh270,Cluster,0.5454545454545454
MRS_12,MRi-Share,enh270,Cluster,0.6666666666666666
MRS_13,MRi-Share,enh270,Cluster,0.5625
MRS_16,MRi-Share,enh270,Cluster,0.8
MRS_27,MRi-Share,enh270,Cluster,0.4242424242424242
MRS_31,MRi-Share,enh270,Cluster,0
MRS_37,MRi-Share,enh270,Cluster,0.9
MRS_38,MRi-Share,enh270,Cluster,0.3076923076923077
MWC_144,MWC,enh270,Cluster,0.7837837837837838
MWC_112,MWC,enh270,Cluster,0.8413793103448276
MWC_105,MWC,enh270,Cluster,0.8514851485148515
MWC_4,MWC,enh270,Cluster,0.5052631578947369
MWC_50,MWC,enh270,Cluster,0.7164179104477612
MWC_60,MWC,enh270,Cluster,0.5797101449275363
MWC_53,MWC,enh270,Cluster,0.6881720430107527
MWC_63,MWC,enh270,Cluster,0.6341463414634146
MWC_64,MWC,enh270,Cluster,0.6741573033707865
MWC_55,MWC,enh270,Cluster,0.75
MRS_3,MRi-Share,enh270,Voxel,0.6
MRS_26,MRi-Share,enh270,Voxel,0.5333333333333333
MRS_32,MRi-Share,enh270,Voxel,0.5747232472324724
MRS_36,MRi-Share,enh270,Voxel,0.4042553191489361
MRS_44,MRi-Share,enh270,Voxel,0.5422740524781341
MRS_45,MRi-Share,enh270,Voxel,0.6333333333333333
MWC_0,MWC,enh270,Voxel,0.7476445211389129
MWC_113,MWC,enh270,Voxel,0.8365730118186935
MWC_101,MWC,enh270,Voxel,0.5964636542239685
MWC_19,MWC,enh270,Voxel,0.5233442513740076
MWC_115,MWC,enh270,Voxel,0.7151621384750219
MWC_2,MWC,enh270,Voxel,0.84243464523871
MWC_37,MWC,enh270,Voxel,0.8590986797684208
MWC_56,MWC,enh270,Voxel,0.8190237524515145
MWC_6,MWC,enh270,Voxel,0.5358744394618834
MRS_3,MRi-Share,enh270,Cluster,0.65
MRS_26,MRi-Share,enh270,Cluster,0.75
MRS_32,MRi-Share,enh270,Cluster,0.6857142857142857
MRS_36,MRi-Share,enh270,Cluster,0.6153846153846154
MRS_44,MRi-Share,enh270,Cluster,0.3636363636363636
MRS_45,MRi-Share,enh270,Cluster,1
MWC_0,MWC,enh270,Cluster,0.7816091954022989
MWC_113,MWC,enh270,Cluster,0.8372093023255814
MWC_101,MWC,enh270,Cluster,0.7241379310344828
MWC_19,MWC,enh270,Cluster,0.6583850931677019
MWC_115,MWC,enh270,Cluster,0.8045977011494253
MWC_2,MWC,enh270,Cluster,0.851985559566787
MWC_37,MWC,enh270,Cluster,0.6528925619834711
MWC_56,MWC,enh270,Cluster,0.6105263157894737
MWC_6,MWC,enh270,Cluster,0.5777777777777777
MRS_8,MRi-Share,enh270,Voxel,0.3883495145631068
MRS_21,MRi-Share,enh270,Voxel,0.4878048780487805
MRS_22,MRi-Share,enh270,Voxel,0.5147058823529411
MRS_23,MRi-Share,enh270,Voxel,0.6409090909090909
MRS_34,MRi-Share,enh270,Voxel,0.4693877551020408
MRS_50,MRi-Share,enh270,Voxel,0
MRS_46,MRi-Share,enh270,Voxel,0.5833333333333334
MWC_17,MWC,enh270,Voxel,0.6670331180431497
MWC_114,MWC,enh270,Voxel,0.7017900338655055
MWC_27,MWC,enh270,Voxel,0.398780487804878
MWC_116,MWC,enh270,Voxel,0.5864877815045519
MWC_35,MWC,enh270,Voxel,0.6947555555555556
MWC_39,MWC,enh270,Voxel,0.8752946751169816
MWC_41,MWC,enh270,Voxel,0.8681948000059192
MWC_66,MWC,enh270,Voxel,0.7982578544547339
MWC_49,MWC,enh270,Voxel,0.832624887883633
MWC_8,MWC,enh270,Voxel,0.6176
MWC_65,MWC,enh270,Voxel,0.7179053646047197
MRS_8,MRi-Share,enh270,Cluster,0.625
MRS_21,MRi-Share,enh270,Cluster,0.75
MRS_22,MRi-Share,enh270,Cluster,0.7058823529411765
MRS_23,MRi-Share,enh270,Cluster,0.5652173913043478
MRS_34,MRi-Share,enh270,Cluster,0.2222222222222222
MRS_50,MRi-Share,enh270,Cluster,0
MRS_46,MRi-Share,enh270,Cluster,0.75
MWC_17,MWC,enh270,Cluster,0.65625
MWC_114,MWC,enh270,Cluster,0.8125
MWC_27,MWC,enh270,Cluster,0.6071428571428571
MWC_116,MWC,enh270,Cluster,0.5714285714285714
MWC_35,MWC,enh270,Cluster,0.6304347826086957
MWC_39,MWC,enh270,Cluster,0.6408839779005525
MWC_41,MWC,enh270,Cluster,0.7006369426751592
MWC_66,MWC,enh270,Cluster,0.7891156462585034
MWC_49,MWC,enh270,Cluster,0.669683257918552
MWC_8,MWC,enh270,Cluster,0.7079646017699115
MWC_65,MWC,enh270,Cluster,0.7305389221556886
MRS_5,MRi-Share,enh300,Voxel,0.3
MRS_6,MRi-Share,enh300,Voxel,0.3793103448275862
MRS_11,MRi-Share,enh300,Voxel,0.616118769883351
MRS_14,MRi-Share,enh300,Voxel,0.5526315789473685
MRS_48,MRi-Share,enh300,Voxel,0
MRS_15,MRi-Share,enh300,Voxel,0.6641929499072357
MRS_19,MRi-Share,enh300,Voxel,0.2745098039215686
MRS_33,MRi-Share,enh300,Voxel,0.4065934065934066
MRS_40,MRi-Share,enh300,Voxel,0.6175438596491228
MRS_42,MRi-Share,enh300,Voxel,0.5747126436781609
MRS_47,MRi-Share,enh300,Voxel,0.5583756345177665
MWC_137,MWC,enh300,Voxel,0.7245370370370371
MWC_106,MWC,enh300,Voxel,0.7297348128643972
MWC_23,MWC,enh300,Voxel,0.3935914552736982
MWC_25,MWC,enh300,Voxel,0.7847142326141211
MWC_11,MWC,enh300,Voxel,0.6081959020489756
MWC_67,MWC,enh300,Voxel,0.7582802290876826
MWC_68,MWC,enh300,Voxel,0.7523964663868179
MWC_59,MWC,enh300,Voxel,0.8459293437473941
MWC_61,MWC,enh300,Voxel,0.7999142489638417
MWC_52,MWC,enh300,Voxel,0.7911634148859296
MRS_5,MRi-Share,enh300,Cluster,0.6666666666666666
MRS_6,MRi-Share,enh300,Cluster,0.4
MRS_11,MRi-Share,enh300,Cluster,0.6526315789473685
MRS_14,MRi-Share,enh300,Cluster,0.6666666666666666
MRS_48,MRi-Share,enh300,Cluster,0
MRS_15,MRi-Share,enh300,Cluster,0.8333333333333334
MRS_19,MRi-Share,enh300,Cluster,0.5
MRS_33,MRi-Share,enh300,Cluster,0.6666666666666666
MRS_40,MRi-Share,enh300,Cluster,0.8888888888888888
MRS_42,MRi-Share,enh300,Cluster,0.8888888888888888
MRS_47,MRi-Share,enh300,Cluster,0.6153846153846154
MWC_137,MWC,enh300,Cluster,0.7885304659498208
MWC_106,MWC,enh300,Cluster,0.6666666666666666
MWC_23,MWC,enh300,Cluster,0.5074626865671642
MWC_25,MWC,enh300,Cluster,0.5609756097560976
MWC_11,MWC,enh300,Cluster,0.6458333333333334
MWC_67,MWC,enh300,Cluster,0.6060606060606061
MWC_68,MWC,enh300,Cluster,0.6419753086419753
MWC_59,MWC,enh300,Cluster,0.6964285714285714
MWC_61,MWC,enh300,Cluster,0.6984126984126984
MWC_52,MWC,enh300,Cluster,0.7857142857142857
MRS_2,MRi-Share,enh300,Voxel,0.5725806451612904
MRS_4,MRi-Share,enh300,Voxel,0.55
MRS_10,MRi-Share,enh300,Voxel,0.4788732394366197
MRS_17,MRi-Share,enh300,Voxel,0.5877551020408164
MRS_18,MRi-Share,enh300,Voxel,0.6666666666666666
MRS_20,MRi-Share,enh300,Voxel,0.6111111111111112
MRS_49,MRi-Share,enh300,Voxel,1
MRS_29,MRi-Share,enh300,Voxel,0.572289156626506
MWC_110,MWC,enh300,Voxel,0.7102990033222591
MWC_102,MWC,enh300,Voxel,0.6581937799043063
MWC_103,MWC,enh300,Voxel,0.8371313826735514
MWC_104,MWC,enh300,Voxel,0.8019423236061017
MWC_107,MWC,enh300,Voxel,0.7380174705658944
MWC_108,MWC,enh300,Voxel,0.737410071942446
MWC_29,MWC,enh300,Voxel,0.832614448542435
MWC_126,MWC,enh300,Voxel,0.6350346242626315
MWC_58,MWC,enh300,Voxel,0.7087105838276616
MWC_69,MWC,enh300,Voxel,0.8343023255813954
MRS_2,MRi-Share,enh300,Cluster,0.631578947368421
MRS_4,MRi-Share,enh300,Cluster,0.5
MRS_10,MRi-Share,enh300,Cluster,0.5
MRS_17,MRi-Share,enh300,Cluster,0.7111111111111111
MRS_18,MRi-Share,enh300,Cluster,0.4
MRS_20,MRi-Share,enh300,Cluster,0.5714285714285714
MRS_49,MRi-Share,enh300,Cluster,1
MRS_29,MRi-Share,enh300,Cluster,0.7272727272727273
MWC_110,MWC,enh300,Cluster,0.8131868131868132
MWC_102,MWC,enh300,Cluster,0.7962962962962963
MWC_103,MWC,enh300,Cluster,0.7325581395348837
MWC_104,MWC,enh300,Cluster,0.770949720670391
MWC_107,MWC,enh300,Cluster,0.7088607594936709
MWC_108,MWC,enh300,Cluster,0.8484848484848485
MWC_29,MWC,enh300,Cluster,0.7142857142857143
MWC_126,MWC,enh300,Cluster,0.625
MWC_58,MWC,enh300,Cluster,0.7692307692307693
MWC_69,MWC,enh300,Cluster,0.7289719626168224
MRS_9,MRi-Share,enh300,Voxel,0.5523809523809524
MRS_12,MRi-Share,enh300,Voxel,0.6071428571428571
MRS_13,MRi-Share,enh300,Voxel,0.5233644859813084
MRS_16,MRi-Share,enh300,Voxel,0.6737967914438503
MRS_27,MRi-Share,enh300,Voxel,0.395112016293279
MRS_31,MRi-Share,enh300,Voxel,0
MRS_37,MRi-Share,enh300,Voxel,0.7541254125412541
MRS_38,MRi-Share,enh300,Voxel,0.5847457627118644
MWC_144,MWC,enh300,Voxel,0.6245812934810616
MWC_112,MWC,enh300,Voxel,0.7688000772275316
MWC_105,MWC,enh300,Voxel,0.7937653207529717
MWC_4,MWC,enh300,Voxel,0.821826205023761
MWC_50,MWC,enh300,Voxel,0.8066247101689301
MWC_60,MWC,enh300,Voxel,0.8780726484773643
MWC_53,MWC,enh300,Voxel,0.6183574879227053
MWC_63,MWC,enh300,Voxel,0.8294915254237288
MWC_64,MWC,enh300,Voxel,0.7972114890972466
MWC_55,MWC,enh300,Voxel,0.5176944471084683
MRS_9,MRi-Share,enh300,Cluster,0.6666666666666666
MRS_12,MRi-Share,enh300,Cluster,0.6666666666666666
MRS_13,MRi-Share,enh300,Cluster,0.6486486486486487
MRS_16,MRi-Share,enh300,Cluster,0.8
MRS_27,MRi-Share,enh300,Cluster,0.5142857142857142
MRS_31,MRi-Share,enh300,Cluster,0
MRS_37,MRi-Share,enh300,Cluster,0.8571428571428571
MRS_38,MRi-Share,enh300,Cluster,0.4285714285714285
MWC_144,MWC,enh300,Cluster,0.8133333333333334
MWC_112,MWC,enh300,Cluster,0.8783783783783784
MWC_105,MWC,enh300,Cluster,0.8380952380952381
MWC_4,MWC,enh300,Cluster,0.4444444444444444
MWC_50,MWC,enh300,Cluster,0.7412587412587412
MWC_60,MWC,enh300,Cluster,0.575
MWC_53,MWC,enh300,Cluster,0.723404255319149
MWC_63,MWC,enh300,Cluster,0.5777777777777777
MWC_64,MWC,enh300,Cluster,0.6956521739130435
MWC_55,MWC,enh300,Cluster,0.6436781609195402
MRS_3,MRi-Share,enh300,Voxel,0.5974264705882353
MRS_26,MRi-Share,enh300,Voxel,0.5679513184584178
MRS_32,MRi-Share,enh300,Voxel,0.5866666666666667
MRS_36,MRi-Share,enh300,Voxel,0.3809523809523809
MRS_44,MRi-Share,enh300,Voxel,0.5784615384615385
MRS_45,MRi-Share,enh300,Voxel,0.6440677966101694
MWC_0,MWC,enh300,Voxel,0.774282450637318
MWC_113,MWC,enh300,Voxel,0.841154055525313
MWC_101,MWC,enh300,Voxel,0.6026003391746749
MWC_19,MWC,enh300,Voxel,0.5173152346249061
MWC_115,MWC,enh300,Voxel,0.7157618978314656
MWC_2,MWC,enh300,Voxel,0.8447697373554519
MWC_37,MWC,enh300,Voxel,0.8618460069720684
MWC_56,MWC,enh300,Voxel,0.8198369565217392
MWC_6,MWC,enh300,Voxel,0.5207100591715976
MRS_3,MRi-Share,enh300,Cluster,0.6153846153846154
MRS_26,MRi-Share,enh300,Cluster,0.8888888888888888
MRS_32,MRi-Share,enh300,Cluster,0.7
MRS_36,MRi-Share,enh300,Cluster,0.5925925925925926
MRS_44,MRi-Share,enh300,Cluster,0.4615384615384615
MRS_45,MRi-Share,enh300,Cluster,1
MWC_0,MWC,enh300,Cluster,0.7738095238095238
MWC_113,MWC,enh300,Cluster,0.8795180722891566
MWC_101,MWC,enh300,Cluster,0.7540983606557377
MWC_19,MWC,enh300,Cluster,0.6708860759493671
MWC_115,MWC,enh300,Cluster,0.8089887640449438
MWC_2,MWC,enh300,Cluster,0.8191881918819188
MWC_37,MWC,enh300,Cluster,0.6609442060085837
MWC_56,MWC,enh300,Cluster,0.6105263157894737
MWC_6,MWC,enh300,Cluster,0.55
MRS_8,MRi-Share,enh300,Voxel,0.3737704918032787
MRS_21,MRi-Share,enh300,Voxel,0.4571428571428571
MRS_22,MRi-Share,enh300,Voxel,0.600896860986547
MRS_23,MRi-Share,enh300,Voxel,0.6312292358803987
MRS_34,MRi-Share,enh300,Voxel,0.4854368932038835
MRS_50,MRi-Share,enh300,Voxel,0
MRS_46,MRi-Share,enh300,Voxel,0.5714285714285714
MWC_17,MWC,enh300,Voxel,0.689343111249805
MWC_114,MWC,enh300,Voxel,0.7058279596057915
MWC_27,MWC,enh300,Voxel,0.4823957911776608
MWC_116,MWC,enh300,Voxel,0.6016030174446017
MWC_35,MWC,enh300,Voxel,0.7288231949971575
MWC_39,MWC,enh300,Voxel,0.8853832710269557
MWC_41,MWC,enh300,Voxel,0.8744259557464066
MWC_66,MWC,enh300,Voxel,0.8024177991169031
MWC_49,MWC,enh300,Voxel,0.8344115091242638
MWC_8,MWC,enh300,Voxel,0.6090712742980562
MWC_65,MWC,enh300,Voxel,0.7803564850236617
MRS_8,MRi-Share,enh300,Cluster,0.625
MRS_21,MRi-Share,enh300,Cluster,0.625
MRS_22,MRi-Share,enh300,Cluster,0.75
MRS_23,MRi-Share,enh300,Cluster,0.5714285714285714
MRS_34,MRi-Share,enh300,Cluster,0.2222222222222222
MRS_50,MRi-Share,enh300,Cluster,0
MRS_46,MRi-Share,enh300,Cluster,0.5
MWC_17,MWC,enh300,Cluster,0.6785714285714286
MWC_114,MWC,enh300,Cluster,0.8421052631578947
MWC_27,MWC,enh300,Cluster,0.6818181818181818
MWC_116,MWC,enh300,Cluster,0.5853658536585366
MWC_35,MWC,enh300,Cluster,0.6966292134831461
MWC_39,MWC,enh300,Cluster,0.6243386243386243
MWC_41,MWC,enh300,Cluster,0.7074829931972789
MWC_66,MWC,enh300,Cluster,0.8079470198675497
MWC_49,MWC,enh300,Cluster,0.7064220183486238
MWC_8,MWC,enh300,Cluster,0.7610619469026548
MWC_65,MWC,enh300,Cluster,0.7361963190184049
MRS_5,MRi-Share,enh400,Voxel,0.3666666666666666
MRS_6,MRi-Share,enh400,Voxel,0.34375
MRS_11,MRi-Share,enh400,Voxel,0.6338684619368203
MRS_14,MRi-Share,enh400,Voxel,0.5609756097560976
MRS_48,MRi-Share,enh400,Voxel,0
MRS_15,MRi-Share,enh400,Voxel,0.6582278481012658
MRS_19,MRi-Share,enh400,Voxel,0.2448979591836734
MRS_33,MRi-Share,enh400,Voxel,0.4196185286103542
MRS_40,MRi-Share,enh400,Voxel,0.5855263157894737
MRS_42,MRi-Share,enh400,Voxel,0.56
MRS_47,MRi-Share,enh400,Voxel,0.5517241379310345
MWC_137,MWC,enh400,Voxel,0.723612345992633
MWC_106,MWC,enh400,Voxel,0.7286340394448503
MWC_23,MWC,enh400,Voxel,0.3783225806451613
MWC_25,MWC,enh400,Voxel,0.7882944510580835
MWC_11,MWC,enh400,Voxel,0.6195085629188384
MWC_67,MWC,enh400,Voxel,0.718695379185121
MWC_68,MWC,enh400,Voxel,0.722721396250808
MWC_59,MWC,enh400,Voxel,0.8467438372060114
MWC_61,MWC,enh400,Voxel,0.803078123337707
MWC_52,MWC,enh400,Voxel,0.7881442248930536
MRS_5,MRi-Share,enh400,Cluster,0.6666666666666666
MRS_6,MRi-Share,enh400,Cluster,0.4
MRS_11,MRi-Share,enh400,Cluster,0.6458333333333334
MRS_14,MRi-Share,enh400,Cluster,0.6666666666666666
MRS_48,MRi-Share,enh400,Cluster,0
MRS_15,MRi-Share,enh400,Cluster,0.7692307692307693
MRS_19,MRi-Share,enh400,Cluster,0.5
MRS_33,MRi-Share,enh400,Cluster,0.6666666666666666
MRS_40,MRi-Share,enh400,Cluster,0.8888888888888888
MRS_42,MRi-Share,enh400,Cluster,0.8
MRS_47,MRi-Share,enh400,Cluster,0.6666666666666666
MWC_137,MWC,enh400,Cluster,0.8156028368794326
MWC_106,MWC,enh400,Cluster,0.7142857142857143
MWC_23,MWC,enh400,Cluster,0.4857142857142857
MWC_25,MWC,enh400,Cluster,0.5517241379310345
MWC_11,MWC,enh400,Cluster,0.7083333333333334
MWC_67,MWC,enh400,Cluster,0.5714285714285714
MWC_68,MWC,enh400,Cluster,0.6582278481012658
MWC_59,MWC,enh400,Cluster,0.6846846846846847
MWC_61,MWC,enh400,Cluster,0.6875
MWC_52,MWC,enh400,Cluster,0.8
MRS_2,MRi-Share,enh400,Voxel,0.5731462925851704
MRS_4,MRi-Share,enh400,Voxel,0.5882352941176471
MRS_10,MRi-Share,enh400,Voxel,0.4822695035460992
MRS_17,MRi-Share,enh400,Voxel,0.5972222222222222
MRS_18,MRi-Share,enh400,Voxel,0.6792452830188679
MRS_20,MRi-Share,enh400,Voxel,0.6111111111111112
MRS_49,MRi-Share,enh400,Voxel,1
MRS_29,MRi-Share,enh400,Voxel,0.5808383233532934
MWC_110,MWC,enh400,Voxel,0.7136461614989222
MWC_102,MWC,enh400,Voxel,0.6526572255215471
MWC_103,MWC,enh400,Voxel,0.8413942943510296
MWC_104,MWC,enh400,Voxel,0.8139720431480181
MWC_107,MWC,enh400,Voxel,0.7502338634237605
MWC_108,MWC,enh400,Voxel,0.7467842704887909
MWC_29,MWC,enh400,Voxel,0.835811899194596
MWC_126,MWC,enh400,Voxel,0.661038204864066
MWC_58,MWC,enh400,Voxel,0.7141133896260555
MWC_69,MWC,enh400,Voxel,0.8339163452626543
MRS_2,MRi-Share,enh400,Cluster,0.631578947368421
MRS_4,MRi-Share,enh400,Cluster,0.5
MRS_10,MRi-Share,enh400,Cluster,0.5
MRS_17,MRi-Share,enh400,Cluster,0.6888888888888889
MRS_18,MRi-Share,enh400,Cluster,0.5
MRS_20,MRi-Share,enh400,Cluster,0.5714285714285714
MRS_49,MRi-Share,enh400,Cluster,1
MRS_29,MRi-Share,enh400,Cluster,0.7272727272727273
MWC_110,MWC,enh400,Cluster,0.8089887640449438
MWC_102,MWC,enh400,Cluster,0.7887323943661971
MWC_103,MWC,enh400,Cluster,0.7305389221556886
MWC_104,MWC,enh400,Cluster,0.7976878612716763
MWC_107,MWC,enh400,Cluster,0.7466666666666667
