SUB_ID,cohort,methods,output_type,precision,sensitivity,F1,HD95,total_pred_vol,total_raw_truth_vol
UKB_10,UKB,LST-LPA,Voxel,0.7781087118391661,0.1599816289038579,0.2653968253968254,3.741657386773941,1343,6532
UKB_11,UKB,LST-LPA,Voxel,0.0629921259842519,0.0115107913669064,0.0194647201946472,4.919183588453084,127,695
UKB_1,UKB,LST-LPA,Cluster,0.1428571428571428,0.1428571428571428,0.1428571428571428,NA,NA,NA
UKB_2,UKB,LST-LPA,Cluster,0.1785714285714285,0.0657894736842105,0.0961538461538461,NA,NA,NA
UKB_3,UKB,LST-LPA,Cluster,0.5263157894736842,0.0961538461538461,0.1626016260162601,NA,NA,NA
UKB_4,UKB,LST-LPA,Cluster,0.1818181818181818,0.3333333333333333,0.2352941176470588,NA,NA,NA
UKB_5,UKB,LST-LPA,Cluster,0.4230769230769231,0.1309523809523809,0.2,NA,NA,NA
UKB_6,UKB,LST-LPA,Cluster,0.6764705882352942,0.1455696202531645,0.2395833333333333,NA,NA,NA
UKB_7,UKB,LST-LPA,Cluster,0.4117647058823529,0.1228070175438596,0.1891891891891892,NA,NA,NA
UKB_8,UKB,LST-LPA,Cluster,0.8387096774193549,0.1585365853658536,0.2666666666666666,NA,NA,NA
UKB_9,UKB,LST-LPA,Cluster,0.1111111111111111,0.3333333333333333,0.1666666666666666,NA,NA,NA
UKB_10,UKB,LST-LPA,Cluster,0.5,0.1212121212121212,0.1951219512195122,NA,NA,NA
UKB_11,UKB,LST-LPA,Cluster,0.1052631578947368,0.0714285714285714,0.0851063829787234,NA,NA,NA
MRS_1,MRi-Share,WMH_pgs,Voxel,0.0101010101010101,0.046875,0.0166204986149584,1.4142135623730951,594,128
MRS_7,MRi-Share,WMH_pgs,Voxel,0.2009803921568627,0.4141414141414141,0.2706270627062706,1.4142135623730951,408,198
MRS_24,MRi-Share,WMH_pgs,Voxel,0.2689486552567237,0.3767123287671233,0.3138373751783166,1.4142135623730951,409,292
MRS_25,MRi-Share,WMH_pgs,Voxel,0.2266435986159169,0.5822222222222222,0.3262764632627646,1.4142135623730951,578,225
MRS_28,MRi-Share,WMH_pgs,Voxel,0.3644578313253012,0.2018909899888765,0.2598425196850393,5.0990195135927845,996,1798
MRS_30,MRi-Share,WMH_pgs,Voxel,0.0427350427350427,0.4878048780487805,0.0785854616895874,3.23945122526189,468,41
MRS_35,MRi-Share,WMH_pgs,Voxel,0.0746268656716417,0.1458333333333333,0.0987306064880112,2.23606797749979,469,240
MRS_39,MRi-Share,WMH_pgs,Voxel,0.1358234295415959,0.3265306122448979,0.1918465227817745,1.4142135623730951,589,245
MRS_41,MRi-Share,WMH_pgs,Voxel,0.0985324947589098,0.2175925925925926,0.1356421356421356,1.4142135623730951,477,216
MRS_43,MRi-Share,WMH_pgs,Voxel,0.4376869391824526,0.4053554939981533,0.4209012464046021,2.23606797749979,1003,1083
MRS_1,MRi-Share,WMH_pgs,Cluster,0.0701754385964912,0.2352941176470588,0.1081081081081081,NA,NA,NA
MRS_7,MRi-Share,WMH_pgs,Cluster,0.0571428571428571,0.6666666666666666,0.1052631578947368,NA,NA,NA
MRS_24,MRi-Share,WMH_pgs,Cluster,0.1860465116279069,0.4705882352941176,0.2666666666666666,NA,NA,NA
MRS_25,MRi-Share,WMH_pgs,Cluster,0.0754716981132075,0.3636363636363636,0.125,NA,NA,NA
MRS_28,MRi-Share,WMH_pgs,Cluster,0.125,0.6666666666666666,0.2105263157894736,NA,NA,NA
MRS_30,MRi-Share,WMH_pgs,Cluster,0.0408163265306122,0.6666666666666666,0.0769230769230769,NA,NA,NA
MRS_35,MRi-Share,WMH_pgs,Cluster,0.2166666666666666,0.5,0.3023255813953488,NA,NA,NA
MRS_39,MRi-Share,WMH_pgs,Cluster,0.196078431372549,0.5263157894736842,0.2857142857142857,NA,NA,NA
MRS_41,MRi-Share,WMH_pgs,Cluster,0.1764705882352941,0.3333333333333333,0.2307692307692307,NA,NA,NA
MRS_43,MRi-Share,WMH_pgs,Cluster,0.4027777777777778,0.5918367346938775,0.4793388429752066,NA,NA,NA
UKB_1,UKB,WMH_pgs,Voxel,0.1281553398058252,0.4520547945205479,0.199697428139183,2.8284271247461903,515,146
UKB_2,UKB,WMH_pgs,Voxel,0.3707559981892259,0.39375,0.3819072044765679,1.4142135623730951,2209,2080
UKB_3,UKB,WMH_pgs,Voxel,0.8674435542607429,0.6595597397203378,0.7493511600471884,3,10984,14446
UKB_4,UKB,WMH_pgs,Voxel,0.0800711743772242,0.45,0.1359516616314199,40.58569762565248,562,100.00100135803224
UKB_5,UKB,WMH_pgs,Voxel,0.8262281770198945,0.6298359640978025,0.7147874956094135,1.4142135623730951,4926,6462
UKB_6,UKB,WMH_pgs,Voxel,0.9434375380124072,0.6903734033557346,0.7973066742052376,1.4142135623730951,16442,22469
UKB_7,UKB,WMH_pgs,Voxel,0.7102803738317757,0.5787469712703358,0.637802784665268,1.4142135623730951,2354,2889.028929233551
UKB_8,UKB,WMH_pgs,Voxel,0.9626964799645784,0.5961749383054565,0.7363474726949454,1.4142135623730951,9034,14588.14607810974
UKB_9,UKB,WMH_pgs,Voxel,0.5875,0.6025641025641025,0.5949367088607594,1,480,468
UKB_10,UKB,WMH_pgs,Voxel,0.7476603709375532,0.6726883037354562,0.7081956644371021,3.3166247903554,5877,6532
UKB_11,UKB,WMH_pgs,Voxel,0.4241486068111455,0.5913669064748202,0.4939903846153846,1.4142135623730951,969,695
UKB_1,UKB,WMH_pgs,Cluster,0.1785714285714285,0.7142857142857143,0.2857142857142857,NA,NA,NA
UKB_2,UKB,WMH_pgs,Cluster,0.6136363636363636,0.7105263157894737,0.6585365853658537,NA,NA,NA
UKB_3,UKB,WMH_pgs,Cluster,0.7448979591836735,0.7019230769230769,0.7227722772277227,NA,NA,NA
UKB_4,UKB,WMH_pgs,Cluster,0.0833333333333333,0.5,0.1428571428571428,NA,NA,NA
UKB_5,UKB,WMH_pgs,Cluster,0.5728155339805825,0.7023809523809523,0.6310160427807486,NA,NA,NA
UKB_6,UKB,WMH_pgs,Cluster,0.759493670886076,0.759493670886076,0.759493670886076,NA,NA,NA
UKB_7,UKB,WMH_pgs,Cluster,0.5897435897435898,0.8070175438596491,0.6814814814814815,NA,NA,NA
UKB_8,UKB,WMH_pgs,Cluster,0.8355263157894737,0.774390243902439,0.8037974683544303,NA,NA,NA
UKB_9,UKB,WMH_pgs,Cluster,0.1923076923076923,0.8333333333333334,0.3125,NA,NA,NA
UKB_10,UKB,WMH_pgs,Cluster,0.7658227848101266,0.9166666666666666,0.8344827586206897,NA,NA,NA
UKB_11,UKB,WMH_pgs,Cluster,0.3617021276595745,0.6071428571428571,0.4533333333333333,NA,NA,NA
MRS_1,MRi-Share,HPM,Voxel,0,0,0,NA,195,128
MRS_41,MRi-Share,HPM,Voxel,0.027027027027027,0.0046296296296296,0.0079051383399209,2.428147566254838,37,216
MRS_39,MRi-Share,HPM,Voxel,0.0510948905109489,0.0285714285714285,0.0366492146596858,3.856091858427056,137,245
MRS_25,MRi-Share,HPM,Voxel,0.5882352941176471,0.4,0.4761904761904761,3,153,225
MRS_43,MRi-Share,HPM,Voxel,0.7857142857142857,0.0710987996306555,0.130397967823878,7.071067811865476,98,1083
MRS_35,MRi-Share,HPM,Voxel,0,0,0,NA,47,240
MRS_30,MRi-Share,HPM,Voxel,0.075,0.1463414634146341,0.0991735537190082,3.965831239517767,80,41
MRS_28,MRi-Share,HPM,Voxel,0.4887218045112781,0.0723025583982202,0.125968992248062,18.81488772222678,266,1798
MRS_24,MRi-Share,HPM,Voxel,1,0.1301369863013698,0.2303030303030303,1.4142135623730951,38,292
