SUB_ID,cohort,methods,output_type,precision,sensitivity,F1,HD95,total_pred_vol,total_raw_truth_vol
MRS_7,MRi-Share,HPM,Voxel,0.2156862745098039,0.1111111111111111,0.1466666666666666,5.385164807134504,102,198
MRS_1,MRi-Share,HPM,Cluster,0,0,0,NA,NA,NA
MRS_41,MRi-Share,HPM,Cluster,0.125,0.037037037037037,0.0571428571428571,NA,NA,NA
MRS_39,MRi-Share,HPM,Cluster,0.0769230769230769,0.0526315789473684,0.0625,NA,NA,NA
MRS_25,MRi-Share,HPM,Cluster,0.2857142857142857,0.1818181818181818,0.2222222222222222,NA,NA,NA
MRS_43,MRi-Share,HPM,Cluster,0.7272727272727273,0.1632653061224489,0.2666666666666666,NA,NA,NA
MRS_35,MRi-Share,HPM,Cluster,0,0,0,NA,NA,NA
MRS_30,MRi-Share,HPM,Cluster,0.1538461538461538,0.6666666666666666,0.25,NA,NA,NA
MRS_28,MRi-Share,HPM,Cluster,0.3333333333333333,0.3333333333333333,0.3333333333333333,NA,NA,NA
MRS_24,MRi-Share,HPM,Cluster,1,0.0588235294117647,0.1111111111111111,NA,NA,NA
MRS_7,MRi-Share,HPM,Cluster,0.2,0.6666666666666666,0.3076923076923077,NA,NA,NA
MWC_57,MWC,HPM,Voxel,0.9834890965732088,0.6084023896704568,0.7517561614477914,2,9630,15567
MWC_54,MWC,HPM,Voxel,0.8656716417910447,0.4427480916030534,0.5858585858585859,2,402,786
MWC_51,MWC,HPM,Voxel,0.991553261379634,0.4766523798781863,0.6438147471054235,3.605551275463989,12786,26598
MWC_33,MWC,HPM,Voxel,0.8045045045045045,0.6236033519553073,0.7025963808025177,1.4142135623730951,3058.2831,3945.460609436035
MWC_31,MWC,HPM,Voxel,0.971240437687615,0.8131663221046658,0.8852017739337643,1,56906.10734,67968.27358531952
MWC_21,MWC,HPM,Voxel,0.8760485970494648,0.6714333222480878,0.7602133668026357,2,19049.52194,24854.748713493347
MWC_132,MWC,HPM,Voxel,0.912869937694704,0.7573701639609078,0.8278815167968923,1.7320508075688772,36113.88672,43528.62387800217
MWC_109,MWC,HPM,Voxel,0.9380530973451328,0.1934306569343065,0.3207261724659607,4.242640687119285,397.28088,1926.6364498138428
MWC_100,MWC,HPM,Voxel,0.9265536723163842,0.3677130044843049,0.5264847512038523,2.449489742783178,2489.15808,6272.115741729736
MWC_62,MWC,HPM,Voxel,0.9921875,0.726814713363334,0.8390175042348955,1.4142135623730951,44928,61332
MWC_57,MWC,HPM,Cluster,0.5,0.15,0.2307692307692307,NA,NA,NA
MWC_54,MWC,HPM,Cluster,0.6666666666666666,0.3333333333333333,0.4444444444444444,NA,NA,NA
MWC_51,MWC,HPM,Cluster,0.8461538461538461,0.1428571428571428,0.2444444444444444,NA,NA,NA
MWC_33,MWC,HPM,Cluster,0.875,0.35,0.5,NA,NA,NA
MWC_31,MWC,HPM,Cluster,1,0.2307692307692307,0.375,NA,NA,NA
MWC_21,MWC,HPM,Cluster,0.8392857142857143,0.408695652173913,0.5497076023391813,NA,NA,NA
MWC_132,MWC,HPM,Cluster,0.7368421052631579,0.2857142857142857,0.4117647058823529,NA,NA,NA
MWC_109,MWC,HPM,Cluster,0.7857142857142857,0.22,0.34375,NA,NA,NA
MWC_100,MWC,HPM,Cluster,1,0.2525252525252525,0.4032258064516129,NA,NA,NA
MWC_62,MWC,HPM,Cluster,0.7647058823529411,0.1585365853658536,0.2626262626262626,NA,NA,NA
UKB_3,UKB,HPM,Voxel,0.9362689750345,0.5166135954589506,0.6658339652941964,2.449489742783178,7971,14446
UKB_4,UKB,HPM,Voxel,0.1542056074766355,0.33,0.2101910828025477,3.278038007808645,214,100.00100135803224
UKB_5,UKB,HPM,Voxel,0.8942917547568711,0.5236768802228412,0.6605504587155964,2.23606797749979,3784,6462
UKB_6,UKB,HPM,Voxel,0.9816249503377036,0.4398504606346521,0.6074930079601685,3.3166247903554,10068,22469
UKB_7,UKB,HPM,Voxel,0.8367346938775511,0.3973693319487712,0.5388406477352734,2.23606797749979,1372,2889.028929233551
UKB_8,UKB,HPM,Voxel,0.9904397705544932,0.390595009596929,0.5602477754289367,3,5753,14588.14607810974
UKB_9,UKB,HPM,Voxel,0.9049773755656108,0.4273504273504273,0.5805515239477503,2,221,468
UKB_10,UKB,HPM,Voxel,0.8302261007536692,0.3204225352112676,0.4623881586214514,3,2521,6532
UKB_11,UKB,HPM,Voxel,0.4765100671140939,0.2043165467625899,0.2860020140986908,2.23606797749979,298,695
UKB_1,UKB,HPM,Voxel,0.0939226519337016,0.1164383561643835,0.1039755351681957,3.605551275463989,181,146
UKB_2,UKB,HPM,Voxel,0.2109227871939736,0.1076923076923077,0.1425843411839592,5,1062,2080
UKB_3,UKB,HPM,Cluster,0.8,0.1153846153846153,0.2016806722689075,NA,NA,NA
UKB_4,UKB,HPM,Cluster,0.25,0.3333333333333333,0.2857142857142857,NA,NA,NA
UKB_5,UKB,HPM,Cluster,0.8571428571428571,0.1428571428571428,0.2448979591836734,NA,NA,NA
UKB_6,UKB,HPM,Cluster,0.8780487804878049,0.2278481012658227,0.3618090452261306,NA,NA,NA
UKB_7,UKB,HPM,Cluster,0.782608695652174,0.3157894736842105,0.45,NA,NA,NA
UKB_8,UKB,HPM,Cluster,0.975,0.2378048780487804,0.3823529411764705,NA,NA,NA
UKB_9,UKB,HPM,Cluster,0.7142857142857143,0.8333333333333334,0.7692307692307693,NA,NA,NA
UKB_10,UKB,HPM,Cluster,0.8095238095238095,0.3863636363636363,0.5230769230769231,NA,NA,NA
UKB_11,UKB,HPM,Cluster,0.3571428571428571,0.1785714285714285,0.238095238095238,NA,NA,NA
UKB_1,UKB,HPM,Cluster,0.1666666666666666,0.1428571428571428,0.1538461538461538,NA,NA,NA
UKB_2,UKB,HPM,Cluster,0.4545454545454545,0.1973684210526315,0.2752293577981651,NA,NA,NA
